Neuron 1;Neuron 2;Nbr
AS05;VD05;9
AVAR;VD05;1
DA04;VD05;15
DA05;VD05;1
DA06;VD05;3
DB02;VD05;1
DB03;VD05;26
RID;VD05;1
RID;VD05;1
VA05;VD05;1
VA05;VD05;1
VA05;VD05;2
VA06;VD05;1
VB04;VD05;2
VC01;VD05;5
VC02;VD05;5
VC03;VD05;4
PVPR;VD05;1
VD04;VD05;1
VD06;VD05;2
AS06;VD06;13
AVAL;VD06;1
DA05;VD06;16
DA06;VD06;3
DB03;VD06;7
DB04;VD06;13
PVNR;VD06;1
VA06;VD06;1
VA06;VD06;2
VB05;VD06;2
VB05;VD06;7
VB06;VD06;1
VC01;VD06;1
VC02;VD06;1
VC03;VD06;4
VD05;VD06;2
VD07;VD06;1
PVNR;VD07;1
VA07;VD07;9
VA08;VD07;5
VB06;VD07;8
VC03;VD07;5
VA09;VD07;1
VD06;VD07;1
DD04;VD08;1
VA08;VD08;1
VA08;VD08;3
VA08;VD08;5
DD04;VD08;1
VA08;VD08;1
DD05;VD09;1
VA09;VD09;10
VB08;VD09;10
PDER;VD09;1
VD10;VD09;5
DD05;VD10;1
PVDL;VD10;1
VB08;VD10;1
VB09;VD10;2
VB09;VD10;5
AVBR;VD10;1
DD05;VD10;1
DVC;VD10;4
VD09;VD10;5
AVAR;VD11;2
AVFR;VD11;1
PDEL;VD11;1
VA11;VD11;1
VB10;VD11;1
VB10;VD11;1
AVL;VD12;4
PVNR;VD12;1
VA11;VD12;3
VA11;VD12;4
VA12;VD12;2
VA12;VD12;3
VB10;VD12;1
VB10;VD12;2
VB11;VD12;1
AS11;VD13;2
AVAR;VD13;2
AVAR;VD13;2
DA09;VD13;1
DB07;VD13;2
PDA;VD13;3
PDB;VD13;2
PDB;VD13;2
PVCL;VD13;1
PVCR;VD13;1
RID;VD13;1
VA12;VD13;1
VA12;VD13;11
PVPL;VD13;2
AS02;NMJ;11
AS03;NMJ;12
AS04;NMJ;9
AS05;NMJ;10
AS06;NMJ;10
AS09;NMJ;1
AS11;NMJ;2
AVFL;NMJ;2
AVFR;NMJ;4
AVKR;NMJ;1
AVKR;NMJ;1
AVL;NMJ;10
DA01;NMJ;16
DA02;NMJ;15
DA03;NMJ;30
DA04;NMJ;26
DA05;NMJ;17
DA06;NMJ;6
VC01;NMJ;1
VC03;NMJ;3
AS01;NMJ;13
DA09;NMJ;1
DB01;NMJ;3
DB02;NMJ;24
DB03;NMJ;25
DB04;NMJ;6
DD01;NMJ;34
DD02;NMJ;28
DD03;NMJ;32
DD05;NMJ;1
DD06;NMJ;1
DVB;NMJ;1
DVB;NMJ;4
HSNL;NMJ;7
HSNR;NMJ;5
HSNR;NMJ;1
IL1DL;NMJ;1
IL1DL;NMJ;4
IL1DR;NMJ;1
IL1DR;NMJ;6
IL1L;NMJ;1
IL1L;NMJ;12
IL1R;NMJ;1
IL1R;NMJ;12
IL1VL;NMJ;3
IL1VL;NMJ;6
IL1VR;NMJ;1
IL1VR;NMJ;9
PDA;NMJ;2
PDB;NMJ;2
PLNL;NMJ;1
PVNL;NMJ;1
PVNL;NMJ;2
PVNR;NMJ;2
PVNR;NMJ;1
RID;NMJ;2
RID;NMJ;1
RIML;NMJ;3
RIML;NMJ;1
RIMR;NMJ;3
RIMR;NMJ;1
RIVL;NMJ;4
RIVR;NMJ;3
RIVR;NMJ;2
RMDDL;NMJ;1
RMDDL;NMJ;7
RMDDR;NMJ;10
RMDL;NMJ;9
RMDL;NMJ;2
RMDR;NMJ;3
RMDR;NMJ;1
RMDVL;NMJ;3
RMDVL;NMJ;6
RMDVR;NMJ;6
RMDVR;NMJ;3
RMED;NMJ;10
RMEL;NMJ;12
RMER;NMJ;15
RMEV;NMJ;5
RMFL;NMJ;2
RMFL;NMJ;1
RMGL;NMJ;3
RMGL;NMJ;1
RMGR;NMJ;3
RMHL;NMJ;7
RMHL;NMJ;1
RMHR;NMJ;5
RMHR;NMJ;2
SMBDL;NMJ;3
SMBDL;NMJ;5
SMBDR;NMJ;3
SMBDR;NMJ;7
SMBVL;NMJ;3
SMBVL;NMJ;3
SMBVR;NMJ;3
SMBVR;NMJ;3
SMDDL;NMJ;4
SMDDL;NMJ;1
SMDDR;NMJ;3
SMDVL;NMJ;3
SMDVR;NMJ;3
SMDVR;NMJ;1
URADL;NMJ;1
URADL;NMJ;5
URADR;NMJ;2
URADR;NMJ;5
URAVL;NMJ;6
URAVL;NMJ;3
URAVR;NMJ;1
URAVR;NMJ;7
VA01;NMJ;11
VA02;NMJ;19
VA03;NMJ;29
VA04;NMJ;25
VA05;NMJ;19
VA06;NMJ;20
VA07;NMJ;27
VA08;NMJ;23
VA09;NMJ;20
VA11;NMJ;18
VA12;NMJ;14
VB01;NMJ;5
VB02;NMJ;26
VB03;NMJ;35
VB04;NMJ;20
VB05;NMJ;22
VB06;NMJ;28
VB07;NMJ;2
VB08;NMJ;32
VB09;NMJ;24
VB10;NMJ;20
VB11;NMJ;14
VC01;NMJ;5
VC02;NMJ;9
VC02;NMJ;1
VC03;NMJ;8
VC04;NMJ;4
VC04;NMJ;3
VC05;NMJ;2
VC06;NMJ;1
VD01;NMJ;12
VD02;NMJ;22
VD03;NMJ;23
VD04;NMJ;25
VD05;NMJ;26
VD06;NMJ;27
VD07;NMJ;24
VD08;NMJ;25
VD09;NMJ;28
VD10;NMJ;22
VD11;NMJ;11
VD12;NMJ;13
VD13;NMJ;12
